updated_type,updated_subtype,binned_latitude,binned_longitude,alert_counts
Hazard,Weather,41.95,-87.75,16
Hazard,Weather,41.95,-87.74,21
Hazard,Weather,41.95,-87.73,23
Hazard,Weather,41.95,-87.72,3
Hazard,Weather,41.95,-87.71,2
Hazard,Weather,41.95,-87.7,8
Hazard,Weather,41.95,-87.69,5
Hazard,Weather,41.95,-87.68,16
Hazard,Weather,41.95,-87.67,4
Hazard,Weather,41.95,-87.66,8
Hazard,Weather,41.95,-87.65,49
Hazard,Weather,41.96,-87.93,1
Hazard,Weather,41.96,-87.88,1
Hazard,Weather,41.96,-87.81,1
Hazard,Weather,41.96,-87.79,4
Hazard,Weather,41.96,-87.78,3
Hazard,Weather,41.96,-87.77,4
Hazard,Weather,41.96,-87.76,13
Hazard,Weather,41.96,-87.75,28
Hazard,Weather,41.96,-87.74,7
Hazard,Weather,41.96,-87.73,8
Hazard,Weather,41.96,-87.72,7
Hazard,Weather,41.96,-87.71,7
Hazard,Weather,41.96,-87.7,4
Hazard,Weather,41.96,-87.69,12
Hazard,Weather,41.96,-87.68,2
Hazard,Weather,41.96,-87.67,11
Hazard,Weather,41.96,-87.66,10
Hazard,Weather,41.96,-87.65,37
Hazard,Weather,41.96,-87.64,1
Hazard,Weather,41.97,-87.91,7
Hazard,Weather,41.97,-87.9,1
Hazard,Weather,41.97,-87.89,9
Hazard,Weather,41.97,-87.88,1
Hazard,Weather,41.97,-87.85,4
Hazard,Weather,41.97,-87.84,4
Hazard,Weather,41.97,-87.83,1
Hazard,Weather,41.97,-87.82,1
Hazard,Weather,41.97,-87.81,2
Hazard,Weather,41.97,-87.8,1
Hazard,Weather,41.97,-87.79,5
Hazard,Weather,41.97,-87.78,19
Hazard,Weather,41.97,-87.77,18
Hazard,Weather,41.97,-87.76,10
Hazard,Weather,41.97,-87.75,27
Hazard,Weather,41.97,-87.74,4
Hazard,Weather,41.97,-87.73,4
Hazard,Weather,41.97,-87.72,5
Hazard,Weather,41.97,-87.71,5
Hazard,Weather,41.97,-87.7,8
Hazard,Weather,41.97,-87.69,15
Hazard,Weather,41.97,-87.68,12
Hazard,Weather,41.97,-87.67,12
Hazard,Weather,41.97,-87.66,22
Hazard,Weather,41.97,-87.65,29
Hazard,Weather,41.98,-87.91,2
Hazard,Weather,41.98,-87.89,10
Hazard,Weather,41.98,-87.88,5
Hazard,Weather,41.98,-87.87,2
Hazard,Weather,41.98,-87.85,7
Hazard,Weather,41.98,-87.84,15
Hazard,Weather,41.98,-87.83,5
Hazard,Weather,41.98,-87.82,14
Hazard,Weather,41.98,-87.81,19
Hazard,Weather,41.98,-87.8,13
Hazard,Weather,41.98,-87.79,22
Hazard,Weather,41.98,-87.78,3
Hazard,Weather,41.98,-87.76,8
Hazard,Weather,41.98,-87.75,6
Hazard,Weather,41.98,-87.74,2
Hazard,Weather,41.98,-87.72,8
Hazard,Weather,41.98,-87.71,2
Hazard,Weather,41.98,-87.7,6
Hazard,Weather,41.98,-87.69,1
Hazard,Weather,41.98,-87.68,4
Hazard,Weather,41.98,-87.67,18
Hazard,Weather,41.98,-87.66,61
Hazard,Weather,41.99,-87.93,1
Hazard,Weather,41.99,-87.92,1
Hazard,Weather,41.99,-87.89,8
Hazard,Weather,41.99,-87.82,1
Hazard,Weather,41.99,-87.81,6
Hazard,Weather,41.99,-87.8,4
Hazard,Weather,41.99,-87.79,14
Hazard,Weather,41.99,-87.78,5
Hazard,Weather,41.99,-87.77,12
Hazard,Weather,41.99,-87.76,5
Hazard,Weather,41.99,-87.75,1
Hazard,Weather,41.99,-87.74,3
Hazard,Weather,41.99,-87.73,7
Hazard,Weather,41.99,-87.72,13
Hazard,Weather,41.99,-87.71,33
Hazard,Weather,41.99,-87.7,11
Hazard,Weather,41.99,-87.69,11
Hazard,Weather,41.99,-87.68,38
Hazard,Weather,41.99,-87.67,15
Hazard,Weather,41.99,-87.66,51
Hazard,Weather,42.0,-87.94,1
Hazard,Weather,42.0,-87.87,1
Hazard,Weather,42.0,-87.82,1
Hazard,Weather,42.0,-87.81,1
Hazard,Weather,42.0,-87.78,6
Hazard,Weather,42.0,-87.77,2
Hazard,Weather,42.0,-87.71,7
Hazard,Weather,42.0,-87.7,18
Hazard,Weather,42.0,-87.69,13
Hazard,Weather,42.0,-87.68,18
Hazard,Weather,42.0,-87.67,7
Hazard,Weather,42.0,-87.66,1
Hazard,Weather,42.01,-87.83,1
Hazard,Weather,42.01,-87.82,2
Hazard,Weather,42.01,-87.81,3
Hazard,Weather,42.01,-87.78,3
Hazard,Weather,42.01,-87.71,8
Hazard,Weather,42.01,-87.7,5
Hazard,Weather,42.01,-87.69,7
Hazard,Weather,42.01,-87.68,10
Hazard,Weather,42.01,-87.67,8
Jam,Heavy Traffic,41.64,-87.59,15
Jam,Heavy Traffic,41.64,-87.58,10
Jam,Heavy Traffic,41.65,-87.65,1
Jam,Heavy Traffic,41.65,-87.62,10
Jam,Heavy Traffic,41.65,-87.59,288
Jam,Heavy Traffic,41.65,-87.58,46
Jam,Heavy Traffic,41.65,-87.57,27
Jam,Heavy Traffic,41.65,-87.56,2
Jam,Heavy Traffic,41.66,-87.65,5
Jam,Heavy Traffic,41.66,-87.64,2
Jam,Heavy Traffic,41.66,-87.63,4
Jam,Heavy Traffic,41.66,-87.62,5
Jam,Heavy Traffic,41.66,-87.6,238
Jam,Heavy Traffic,41.66,-87.59,59
Jam,Heavy Traffic,41.66,-87.56,3
Jam,Heavy Traffic,41.67,-87.68,1
Jam,Heavy Traffic,41.67,-87.67,1
Jam,Heavy Traffic,41.67,-87.65,2
Jam,Heavy Traffic,41.67,-87.61,202
Jam,Heavy Traffic,41.67,-87.6,75
Jam,Heavy Traffic,41.67,-87.56,1
Jam,Heavy Traffic,41.68,-87.72,2
Jam,Heavy Traffic,41.68,-87.71,1
Jam,Heavy Traffic,41.68,-87.69,1
Jam,Heavy Traffic,41.68,-87.68,2
Jam,Heavy Traffic,41.68,-87.67,18
Jam,Heavy Traffic,41.68,-87.66,1
Jam,Heavy Traffic,41.68,-87.65,8
Jam,Heavy Traffic,41.68,-87.63,2
Jam,Heavy Traffic,41.68,-87.61,469
Jam,Heavy Traffic,41.68,-87.6,54
Jam,Heavy Traffic,41.69,-87.72,4
Jam,Heavy Traffic,41.69,-87.71,13
Jam,Heavy Traffic,41.69,-87.7,21
Jam,Heavy Traffic,41.69,-87.69,11
Jam,Heavy Traffic,41.69,-87.68,7
Jam,Heavy Traffic,41.69,-87.67,26
Jam,Heavy Traffic,41.69,-87.66,21
Jam,Heavy Traffic,41.69,-87.65,2
Jam,Heavy Traffic,41.69,-87.62,1
Jam,Heavy Traffic,41.69,-87.61,3
Jam,Heavy Traffic,41.69,-87.6,712
Jam,Heavy Traffic,41.7,-87.7,3
Jam,Heavy Traffic,41.7,-87.69,23
Jam,Heavy Traffic,41.7,-87.68,11
Jam,Heavy Traffic,41.7,-87.67,14
Jam,Heavy Traffic,41.7,-87.66,22
Jam,Heavy Traffic,41.7,-87.65,3
Jam,Heavy Traffic,41.7,-87.63,1
Jam,Heavy Traffic,41.7,-87.61,2
Jam,Heavy Traffic,41.7,-87.6,604
Jam,Heavy Traffic,41.7,-87.59,13
Jam,Heavy Traffic,41.7,-87.58,2
Jam,Heavy Traffic,41.7,-87.57,7
Jam,Heavy Traffic,41.7,-87.56,16
Jam,Heavy Traffic,41.71,-87.69,14
Jam,Heavy Traffic,41.71,-87.68,30
Jam,Heavy Traffic,41.71,-87.67,47
Jam,Heavy Traffic,41.71,-87.66,108
Jam,Heavy Traffic,41.71,-87.65,213
Jam,Heavy Traffic,41.71,-87.64,82
Jam,Heavy Traffic,41.71,-87.63,855
Jam,Heavy Traffic,41.71,-87.62,440
Jam,Heavy Traffic,41.71,-87.61,542
Jam,Heavy Traffic,41.71,-87.6,490
Jam,Heavy Traffic,41.71,-87.59,144
Jam,Heavy Traffic,41.71,-87.57,1
Jam,Heavy Traffic,41.71,-87.56,1
Jam,Heavy Traffic,41.72,-87.69,7
Jam,Heavy Traffic,41.72,-87.68,27
Jam,Heavy Traffic,41.72,-87.67,64
Jam,Heavy Traffic,41.72,-87.66,23
Jam,Heavy Traffic,41.72,-87.65,41
Jam,Heavy Traffic,41.72,-87.64,6
Jam,Heavy Traffic,41.72,-87.63,791
Jam,Heavy Traffic,41.72,-87.61,5
Jam,Heavy Traffic,41.72,-87.6,1
Jam,Heavy Traffic,41.72,-87.59,154
Jam,Heavy Traffic,41.72,-87.58,18
Jam,Heavy Traffic,41.72,-87.57,1
Jam,Heavy Traffic,41.73,-87.73,37
Jam,Heavy Traffic,41.73,-87.72,29
Jam,Heavy Traffic,41.73,-87.71,29
Jam,Heavy Traffic,41.73,-87.7,3
Jam,Heavy Traffic,41.73,-87.69,6
Jam,Heavy Traffic,41.73,-87.68,20
Jam,Heavy Traffic,41.73,-87.67,42
Jam,Heavy Traffic,41.73,-87.66,8
Jam,Heavy Traffic,41.73,-87.65,22
Jam,Heavy Traffic,41.73,-87.64,22
Jam,Heavy Traffic,41.73,-87.63,769
Jam,Heavy Traffic,41.73,-87.62,23
Jam,Heavy Traffic,41.73,-87.61,5
Jam,Heavy Traffic,41.73,-87.6,1
Jam,Heavy Traffic,41.73,-87.59,18
Jam,Heavy Traffic,41.73,-87.58,7
Jam,Heavy Traffic,41.73,-87.57,19
Jam,Heavy Traffic,41.73,-87.56,2
Jam,Heavy Traffic,41.74,-87.75,44
Jam,Heavy Traffic,41.74,-87.74,1
Jam,Heavy Traffic,41.74,-87.73,20
Jam,Heavy Traffic,41.74,-87.72,38
Jam,Heavy Traffic,41.74,-87.71,19
Jam,Heavy Traffic,41.74,-87.7,9
Jam,Heavy Traffic,41.74,-87.69,3
Jam,Heavy Traffic,41.74,-87.68,4
Jam,Heavy Traffic,41.74,-87.67,14
Jam,Heavy Traffic,41.74,-87.66,3
Jam,Heavy Traffic,41.74,-87.65,4
Jam,Heavy Traffic,41.74,-87.64,21
Jam,Heavy Traffic,41.74,-87.63,762
Jam,Heavy Traffic,41.74,-87.62,3
Jam,Heavy Traffic,41.74,-87.61,4
Jam,Heavy Traffic,41.74,-87.6,1
Jam,Heavy Traffic,41.74,-87.59,21
Jam,Heavy Traffic,41.74,-87.58,13
Jam,Heavy Traffic,41.75,-87.75,20
Jam,Heavy Traffic,41.75,-87.73,3
Jam,Heavy Traffic,41.75,-87.71,20
Jam,Heavy Traffic,41.75,-87.7,7
Jam,Heavy Traffic,41.75,-87.69,23
Jam,Heavy Traffic,41.75,-87.68,33
Jam,Heavy Traffic,41.75,-87.67,25
Jam,Heavy Traffic,41.75,-87.66,8
Jam,Heavy Traffic,41.75,-87.65,44
Jam,Heavy Traffic,41.75,-87.64,10
Jam,Heavy Traffic,41.75,-87.63,686
Jam,Heavy Traffic,41.75,-87.62,19
Jam,Heavy Traffic,41.75,-87.61,2
Jam,Heavy Traffic,41.75,-87.6,20
Jam,Heavy Traffic,41.75,-87.59,43
Jam,Heavy Traffic,41.75,-87.58,7
Jam,Heavy Traffic,41.76,-87.81,2
Jam,Heavy Traffic,41.76,-87.8,15
Jam,Heavy Traffic,41.76,-87.75,1
Jam,Heavy Traffic,41.76,-87.73,7
Jam,Heavy Traffic,41.76,-87.72,22
Jam,Heavy Traffic,41.76,-87.71,8
Jam,Heavy Traffic,41.76,-87.7,5
Jam,Heavy Traffic,41.76,-87.69,37
Jam,Heavy Traffic,41.76,-87.68,15
Jam,Heavy Traffic,41.76,-87.67,9
Jam,Heavy Traffic,41.76,-87.66,5
Jam,Heavy Traffic,41.76,-87.65,10
Jam,Heavy Traffic,41.76,-87.64,2
Jam,Heavy Traffic,41.76,-87.63,825
Jam,Heavy Traffic,41.76,-87.62,31
Jam,Heavy Traffic,41.76,-87.61,25
Jam,Heavy Traffic,41.76,-87.59,28
Jam,Heavy Traffic,41.76,-87.58,21
Jam,Heavy Traffic,41.76,-87.57,18
Jam,Heavy Traffic,41.76,-87.56,2
Jam,Heavy Traffic,41.77,-87.81,27
Jam,Heavy Traffic,41.77,-87.8,27
Jam,Heavy Traffic,41.77,-87.79,11
Jam,Heavy Traffic,41.77,-87.78,5
Jam,Heavy Traffic,41.77,-87.77,18
Jam,Heavy Traffic,41.77,-87.76,4
Jam,Heavy Traffic,41.77,-87.75,134
Jam,Heavy Traffic,41.77,-87.74,37
Jam,Heavy Traffic,41.77,-87.73,78
Jam,Heavy Traffic,41.77,-87.72,35
Jam,Heavy Traffic,41.77,-87.71,38
Jam,Heavy Traffic,41.77,-87.7,24
Jam,Heavy Traffic,41.77,-87.69,77
Jam,Heavy Traffic,41.77,-87.68,17
Jam,Heavy Traffic,41.77,-87.67,31
Jam,Heavy Traffic,41.77,-87.66,7
Jam,Heavy Traffic,41.77,-87.65,15
Jam,Heavy Traffic,41.77,-87.64,255
Jam,Heavy Traffic,41.77,-87.63,637
Jam,Heavy Traffic,41.77,-87.62,68
Jam,Heavy Traffic,41.77,-87.61,5
Jam,Heavy Traffic,41.77,-87.59,35
Jam,Heavy Traffic,41.77,-87.58,83
Jam,Heavy Traffic,41.77,-87.57,57
Jam,Heavy Traffic,41.78,-87.81,176
Jam,Heavy Traffic,41.78,-87.79,18
Jam,Heavy Traffic,41.78,-87.77,23
Jam,Heavy Traffic,41.78,-87.75,108
Jam,Heavy Traffic,41.78,-87.74,17
Jam,Heavy Traffic,41.78,-87.73,63
Jam,Heavy Traffic,41.78,-87.72,24
Jam,Heavy Traffic,41.78,-87.71,33
Jam,Heavy Traffic,41.78,-87.7,16
Jam,Heavy Traffic,41.78,-87.69,74
Jam,Heavy Traffic,41.78,-87.68,24
Jam,Heavy Traffic,41.78,-87.67,35
Jam,Heavy Traffic,41.78,-87.66,7
Jam,Heavy Traffic,41.78,-87.65,7
Jam,Heavy Traffic,41.78,-87.64,683
Jam,Heavy Traffic,41.78,-87.63,60
Jam,Heavy Traffic,41.78,-87.62,9
Jam,Heavy Traffic,41.78,-87.61,17
Jam,Heavy Traffic,41.78,-87.6,11
Jam,Heavy Traffic,41.78,-87.59,58
Jam,Heavy Traffic,41.78,-87.58,91
Jam,Heavy Traffic,41.79,-87.81,61
Jam,Heavy Traffic,41.79,-87.8,80
Jam,Heavy Traffic,41.79,-87.79,53
Jam,Heavy Traffic,41.79,-87.78,67
Jam,Heavy Traffic,41.79,-87.77,189
Jam,Heavy Traffic,41.79,-87.76,18
Jam,Heavy Traffic,41.79,-87.75,291
Jam,Heavy Traffic,41.79,-87.74,42
Jam,Heavy Traffic,41.79,-87.73,63
Jam,Heavy Traffic,41.79,-87.72,19
Jam,Heavy Traffic,41.79,-87.71,59
Jam,Heavy Traffic,41.79,-87.7,30
Jam,Heavy Traffic,41.79,-87.69,83
Jam,Heavy Traffic,41.79,-87.68,11
Jam,Heavy Traffic,41.79,-87.67,43
Jam,Heavy Traffic,41.79,-87.66,17
Jam,Heavy Traffic,41.79,-87.65,20
Jam,Heavy Traffic,41.79,-87.64,746
Jam,Heavy Traffic,41.79,-87.63,31
Jam,Heavy Traffic,41.79,-87.62,14
Jam,Heavy Traffic,41.79,-87.61,43
Jam,Heavy Traffic,41.79,-87.6,34
Jam,Heavy Traffic,41.79,-87.59,97
Jam,Heavy Traffic,41.79,-87.58,60
Jam,Heavy Traffic,41.8,-87.8,24
Jam,Heavy Traffic,41.8,-87.77,1
Jam,Heavy Traffic,41.8,-87.75,156
Jam,Heavy Traffic,41.8,-87.74,34
Jam,Heavy Traffic,41.8,-87.73,121
Jam,Heavy Traffic,41.8,-87.72,99
Jam,Heavy Traffic,41.8,-87.71,69
Jam,Heavy Traffic,41.8,-87.7,47
Jam,Heavy Traffic,41.8,-87.69,59
Jam,Heavy Traffic,41.8,-87.68,19
Jam,Heavy Traffic,41.8,-87.67,48
Jam,Heavy Traffic,41.8,-87.66,7
Jam,Heavy Traffic,41.8,-87.65,13
Jam,Heavy Traffic,41.8,-87.64,1010
Jam,Heavy Traffic,41.8,-87.63,8
Jam,Heavy Traffic,41.8,-87.62,7
Jam,Heavy Traffic,41.8,-87.61,11
Jam,Heavy Traffic,41.8,-87.6,29
Jam,Heavy Traffic,41.8,-87.59,70
Jam,Heavy Traffic,41.81,-87.77,29
Jam,Heavy Traffic,41.81,-87.76,118
Jam,Heavy Traffic,41.81,-87.75,1164
Jam,Heavy Traffic,41.81,-87.74,588
Jam,Heavy Traffic,41.81,-87.73,159
Jam,Heavy Traffic,41.81,-87.72,7
Jam,Heavy Traffic,41.81,-87.71,106
Jam,Heavy Traffic,41.81,-87.7,33
Jam,Heavy Traffic,41.81,-87.69,117
Jam,Heavy Traffic,41.81,-87.68,10
Jam,Heavy Traffic,41.81,-87.67,71
Jam,Heavy Traffic,41.81,-87.66,20
Jam,Heavy Traffic,41.81,-87.65,12
Jam,Heavy Traffic,41.81,-87.64,725
Jam,Heavy Traffic,41.81,-87.63,322
Jam,Heavy Traffic,41.81,-87.62,1
Jam,Heavy Traffic,41.81,-87.61,1
Jam,Heavy Traffic,41.81,-87.6,34
Jam,Heavy Traffic,41.81,-87.59,6
Jam,Heavy Traffic,41.82,-87.75,94
Jam,Heavy Traffic,41.82,-87.74,232
Jam,Heavy Traffic,41.82,-87.73,893
Jam,Heavy Traffic,41.82,-87.72,596
Jam,Heavy Traffic,41.82,-87.71,527
Jam,Heavy Traffic,41.82,-87.7,11
Jam,Heavy Traffic,41.82,-87.69,212
Jam,Heavy Traffic,41.82,-87.68,60
Jam,Heavy Traffic,41.82,-87.67,57
Jam,Heavy Traffic,41.82,-87.66,3
Jam,Heavy Traffic,41.82,-87.65,15
Jam,Heavy Traffic,41.82,-87.64,1065
Jam,Heavy Traffic,41.82,-87.63,122
Jam,Heavy Traffic,41.82,-87.62,4
Jam,Heavy Traffic,41.82,-87.61,54
Jam,Heavy Traffic,41.82,-87.6,20
Jam,Heavy Traffic,41.83,-87.74,25
Jam,Heavy Traffic,41.83,-87.73,122
Jam,Heavy Traffic,41.83,-87.72,53
Jam,Heavy Traffic,41.83,-87.71,279
Jam,Heavy Traffic,41.83,-87.7,768
Jam,Heavy Traffic,41.83,-87.69,745
Jam,Heavy Traffic,41.83,-87.68,959
Jam,Heavy Traffic,41.83,-87.67,775
Jam,Heavy Traffic,41.83,-87.66,7
Jam,Heavy Traffic,41.83,-87.65,40
Jam,Heavy Traffic,41.83,-87.64,1534
Jam,Heavy Traffic,41.83,-87.63,31
Jam,Heavy Traffic,41.83,-87.62,21
Jam,Heavy Traffic,41.83,-87.61,58
Jam,Heavy Traffic,41.84,-87.75,22
Jam,Heavy Traffic,41.84,-87.74,164
Jam,Heavy Traffic,41.84,-87.73,69
Jam,Heavy Traffic,41.84,-87.72,22
Jam,Heavy Traffic,41.84,-87.71,64
Jam,Heavy Traffic,41.84,-87.7,103
Jam,Heavy Traffic,41.84,-87.69,59
Jam,Heavy Traffic,41.84,-87.68,75
Jam,Heavy Traffic,41.84,-87.67,329
Jam,Heavy Traffic,41.84,-87.66,925
Jam,Heavy Traffic,41.84,-87.65,1279
Jam,Heavy Traffic,41.84,-87.64,1865
Jam,Heavy Traffic,41.84,-87.63,875
Jam,Heavy Traffic,41.84,-87.62,352
Jam,Heavy Traffic,41.84,-87.61,11
Jam,Heavy Traffic,41.85,-87.75,5
Jam,Heavy Traffic,41.85,-87.74,57
Jam,Heavy Traffic,41.85,-87.73,81
Jam,Heavy Traffic,41.85,-87.72,40
Jam,Heavy Traffic,41.85,-87.71,88
Jam,Heavy Traffic,41.85,-87.7,88
Jam,Heavy Traffic,41.85,-87.69,44
Jam,Heavy Traffic,41.85,-87.68,110
Jam,Heavy Traffic,41.85,-87.67,170
Jam,Heavy Traffic,41.85,-87.66,26
Jam,Heavy Traffic,41.85,-87.65,2222
Jam,Heavy Traffic,41.85,-87.64,244
Jam,Heavy Traffic,41.85,-87.63,90
Jam,Heavy Traffic,41.85,-87.62,443
Jam,Heavy Traffic,41.86,-87.77,23
Jam,Heavy Traffic,41.86,-87.76,4
Jam,Heavy Traffic,41.86,-87.75,20
Jam,Heavy Traffic,41.86,-87.74,23
Jam,Heavy Traffic,41.86,-87.73,41
Jam,Heavy Traffic,41.86,-87.72,18
Jam,Heavy Traffic,41.86,-87.71,46
Jam,Heavy Traffic,41.86,-87.7,84
Jam,Heavy Traffic,41.86,-87.69,316
Jam,Heavy Traffic,41.86,-87.68,60
Jam,Heavy Traffic,41.86,-87.67,75
Jam,Heavy Traffic,41.86,-87.66,74
Jam,Heavy Traffic,41.86,-87.65,1697
Jam,Heavy Traffic,41.86,-87.64,126
Jam,Heavy Traffic,41.86,-87.63,233
Jam,Heavy Traffic,41.86,-87.62,784
Jam,Heavy Traffic,41.86,-87.61,5
Jam,Heavy Traffic,41.87,-87.79,7
Jam,Heavy Traffic,41.87,-87.78,546
Jam,Heavy Traffic,41.87,-87.77,1368
Jam,Heavy Traffic,41.87,-87.76,888
Jam,Heavy Traffic,41.87,-87.75,765
Jam,Heavy Traffic,41.87,-87.74,867
Jam,Heavy Traffic,41.87,-87.73,676
Jam,Heavy Traffic,41.87,-87.72,617
Jam,Heavy Traffic,41.87,-87.71,549
Jam,Heavy Traffic,41.87,-87.7,538
Jam,Heavy Traffic,41.87,-87.69,595
Jam,Heavy Traffic,41.87,-87.68,677
Jam,Heavy Traffic,41.87,-87.67,977
Jam,Heavy Traffic,41.87,-87.66,735
Jam,Heavy Traffic,41.87,-87.65,4121
Jam,Heavy Traffic,41.87,-87.64,479
Jam,Heavy Traffic,41.87,-87.63,461
Jam,Heavy Traffic,41.87,-87.62,930
Jam,Heavy Traffic,41.88,-87.78,7
Jam,Heavy Traffic,41.88,-87.77,74
Jam,Heavy Traffic,41.88,-87.76,92
Jam,Heavy Traffic,41.88,-87.75,83
Jam,Heavy Traffic,41.88,-87.74,56
Jam,Heavy Traffic,41.88,-87.73,202
Jam,Heavy Traffic,41.88,-87.72,38
Jam,Heavy Traffic,41.88,-87.71,116
Jam,Heavy Traffic,41.88,-87.7,17
Jam,Heavy Traffic,41.88,-87.69,165
Jam,Heavy Traffic,41.88,-87.68,156
Jam,Heavy Traffic,41.88,-87.67,322
Jam,Heavy Traffic,41.88,-87.66,129
Jam,Heavy Traffic,41.88,-87.65,3267
Jam,Heavy Traffic,41.88,-87.64,491
Jam,Heavy Traffic,41.88,-87.63,492
Jam,Heavy Traffic,41.88,-87.62,770
Jam,Heavy Traffic,41.89,-87.78,5
Jam,Heavy Traffic,41.89,-87.77,43
Jam,Heavy Traffic,41.89,-87.76,53
Jam,Heavy Traffic,41.89,-87.75,112
Jam,Heavy Traffic,41.89,-87.74,25
Jam,Heavy Traffic,41.89,-87.73,82
Jam,Heavy Traffic,41.89,-87.72,28
Jam,Heavy Traffic,41.89,-87.71,223
Jam,Heavy Traffic,41.89,-87.7,156
Jam,Heavy Traffic,41.89,-87.69,258
Jam,Heavy Traffic,41.89,-87.68,283
Jam,Heavy Traffic,41.89,-87.67,494
Jam,Heavy Traffic,41.89,-87.66,4991
Jam,Heavy Traffic,41.89,-87.65,1336
Jam,Heavy Traffic,41.89,-87.64,694
Jam,Heavy Traffic,41.89,-87.63,502
Jam,Heavy Traffic,41.89,-87.62,1249
Jam,Heavy Traffic,41.89,-87.61,3
Jam,Heavy Traffic,41.9,-87.8,12
Jam,Heavy Traffic,41.9,-87.79,49
Jam,Heavy Traffic,41.9,-87.78,49
Jam,Heavy Traffic,41.9,-87.77,149
Jam,Heavy Traffic,41.9,-87.76,180
Jam,Heavy Traffic,41.9,-87.75,153
Jam,Heavy Traffic,41.9,-87.74,164
Jam,Heavy Traffic,41.9,-87.73,324
Jam,Heavy Traffic,41.9,-87.72,159
Jam,Heavy Traffic,41.9,-87.71,421
Jam,Heavy Traffic,41.9,-87.7,87
Jam,Heavy Traffic,41.9,-87.69,203
Jam,Heavy Traffic,41.9,-87.68,220
Jam,Heavy Traffic,41.9,-87.67,3845
Jam,Heavy Traffic,41.9,-87.66,565
Jam,Heavy Traffic,41.9,-87.65,415
Jam,Heavy Traffic,41.9,-87.64,303
Jam,Heavy Traffic,41.9,-87.63,922
Jam,Heavy Traffic,41.9,-87.62,112
Jam,Heavy Traffic,41.91,-87.81,2
Jam,Heavy Traffic,41.91,-87.8,39
Jam,Heavy Traffic,41.91,-87.79,27
Jam,Heavy Traffic,41.91,-87.78,43
Jam,Heavy Traffic,41.91,-87.77,74
Jam,Heavy Traffic,41.91,-87.76,102
Jam,Heavy Traffic,41.91,-87.75,64
Jam,Heavy Traffic,41.91,-87.74,43
Jam,Heavy Traffic,41.91,-87.73,92
Jam,Heavy Traffic,41.91,-87.72,89
Jam,Heavy Traffic,41.91,-87.71,363
Jam,Heavy Traffic,41.91,-87.7,158
Jam,Heavy Traffic,41.91,-87.69,364
Jam,Heavy Traffic,41.91,-87.68,1208
Jam,Heavy Traffic,41.91,-87.67,2612
Jam,Heavy Traffic,41.91,-87.66,721
Jam,Heavy Traffic,41.91,-87.65,300
Jam,Heavy Traffic,41.91,-87.64,256
Jam,Heavy Traffic,41.91,-87.63,593
Jam,Heavy Traffic,41.92,-87.81,126
Jam,Heavy Traffic,41.92,-87.8,33
Jam,Heavy Traffic,41.92,-87.79,39
Jam,Heavy Traffic,41.92,-87.78,78
Jam,Heavy Traffic,41.92,-87.77,166
Jam,Heavy Traffic,41.92,-87.76,89
Jam,Heavy Traffic,41.92,-87.75,75
Jam,Heavy Traffic,41.92,-87.74,76
Jam,Heavy Traffic,41.92,-87.73,109
Jam,Heavy Traffic,41.92,-87.72,109
Jam,Heavy Traffic,41.92,-87.71,874
Jam,Heavy Traffic,41.92,-87.7,895
Jam,Heavy Traffic,41.92,-87.69,2548
Jam,Heavy Traffic,41.92,-87.68,1641
Jam,Heavy Traffic,41.92,-87.67,844
Jam,Heavy Traffic,41.92,-87.66,285
Jam,Heavy Traffic,41.92,-87.65,533
Jam,Heavy Traffic,41.92,-87.64,603
Jam,Heavy Traffic,41.92,-87.63,60
Jam,Heavy Traffic,41.93,-87.91,1
Jam,Heavy Traffic,41.93,-87.84,41
Jam,Heavy Traffic,41.93,-87.83,3
Jam,Heavy Traffic,41.93,-87.82,20
Jam,Heavy Traffic,41.93,-87.81,69
Jam,Heavy Traffic,41.93,-87.8,53
Jam,Heavy Traffic,41.93,-87.79,73
Jam,Heavy Traffic,41.93,-87.78,71
Jam,Heavy Traffic,41.93,-87.77,86
Jam,Heavy Traffic,41.93,-87.76,70
Jam,Heavy Traffic,41.93,-87.75,88
Jam,Heavy Traffic,41.93,-87.74,85
Jam,Heavy Traffic,41.93,-87.73,258
Jam,Heavy Traffic,41.93,-87.72,689
Jam,Heavy Traffic,41.93,-87.71,2732
Jam,Heavy Traffic,41.93,-87.7,2007
Jam,Heavy Traffic,41.93,-87.69,479
Jam,Heavy Traffic,41.93,-87.68,642
Jam,Heavy Traffic,41.93,-87.67,485
Jam,Heavy Traffic,41.93,-87.66,218
Jam,Heavy Traffic,41.93,-87.65,357
Jam,Heavy Traffic,41.93,-87.64,600
Jam,Heavy Traffic,41.94,-87.84,53
Jam,Heavy Traffic,41.94,-87.83,7
Jam,Heavy Traffic,41.94,-87.82,21
Jam,Heavy Traffic,41.94,-87.81,85
Jam,Heavy Traffic,41.94,-87.8,88
Jam,Heavy Traffic,41.94,-87.79,86
Jam,Heavy Traffic,41.94,-87.78,53
Jam,Heavy Traffic,41.94,-87.77,69
Jam,Heavy Traffic,41.94,-87.76,65
Jam,Heavy Traffic,41.94,-87.75,136
Jam,Heavy Traffic,41.94,-87.74,265
Jam,Heavy Traffic,41.94,-87.73,1319
Jam,Heavy Traffic,41.94,-87.72,3177
Jam,Heavy Traffic,41.94,-87.71,781
Jam,Heavy Traffic,41.94,-87.7,375
